,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
130,15628145,682,0.0,0.0,43,5.0,125851.93,1,1,1,193318.33,0
131,15713483,793,2.0,1.0,52,2.0,0.0,1,1,0,159123.82,1
132,15612350,691,0.0,0.0,31,5.0,40915.55,1,1,0,126213.84,1
133,15800703,485,2.0,0.0,21,5.0,113157.22,1,1,1,54141.5,0
134,15754105,650,0.0,1.0,37,5.0,106967.18,1,0,0,24495.03,0
135,15703264,735,0.0,1.0,44,9.0,120681.63,1,1,0,74836.34,0
136,15794413,416,0.0,1.0,32,0.0,0.0,2,0,1,878.87,0
137,15650237,754,2.0,0.0,32,7.0,0.0,2,1,0,89520.75,0
138,15759618,535,0.0,0.0,48,9.0,0.0,1,1,0,149892.79,1
139,15811589,716,2.0,1.0,42,8.0,0.0,2,1,0,180800.42,0
140,15689044,539,0.0,1.0,37,2.0,127609.59,1,1,0,98646.22,0
141,15709368,614,0.0,0.0,43,6.0,0.0,2,1,1,109041.53,0
142,15679145,706,2.0,1.0,57,7.0,0.0,1,1,0,17941.16,1
143,15655007,758,0.0,0.0,33,7.0,0.0,2,0,0,82996.47,0
144,15623595,586,2.0,0.0,28,2.0,0.0,2,1,1,92067.35,0
145,15589975,646,0.0,0.0,73,6.0,97259.25,1,0,1,104719.66,0
146,15804017,631,1.0,0.0,33,4.0,123246.7,1,0,0,112687.57,0
147,15692132,717,2.0,0.0,22,6.0,101060.25,1,0,1,84699.56,0
148,15641122,684,0.0,1.0,30,2.0,0.0,2,1,0,83473.82,0
149,15680772,721,2.0,0.0,36,2.0,0.0,2,1,1,106977.8,0
150,15658929,683,2.0,1.0,29,0.0,133702.89,1,1,0,55582.54,1
151,15585388,660,1.0,1.0,31,9.0,125189.75,2,1,1,139874.43,0
152,15724623,704,1.0,0.0,24,7.0,113034.22,1,1,0,162503.48,1
153,15588537,615,2.0,0.0,41,9.0,109013.23,1,1,0,196499.96,0
154,15574692,667,2.0,0.0,39,2.0,0.0,2,1,0,40721.24,1
155,15611325,682,1.0,1.0,24,9.0,57929.81,2,0,0,53134.3,0
156,15587562,484,0.0,0.0,29,4.0,130114.39,1,1,0,164017.89,0
157,15613172,628,1.0,1.0,27,5.0,95826.49,2,1,0,155996.96,0
158,15651022,480,1.0,1.0,44,10.0,129608.57,1,1,0,5472.7,1
159,15625524,512,0.0,1.0,40,5.0,0.0,2,1,1,146457.83,0
160,15755209,484,2.0,0.0,35,7.0,133868.21,1,1,1,27286.1,0
161,15645248,510,0.0,0.0,30,0.0,0.0,2,1,1,130553.47,0
162,15790355,606,1.0,1.0,36,5.0,190479.48,2,0,0,179351.89,0
163,15762615,597,2.0,0.0,40,8.0,101993.12,1,0,1,94774.12,0
164,15625426,754,1.0,0.0,55,3.0,161608.81,1,1,0,8080.85,1
165,15789669,510,0.0,1.0,65,2.0,0.0,2,1,1,48071.61,0
166,15621075,778,1.0,0.0,45,1.0,162150.42,2,1,0,174531.27,0
167,15810845,636,0.0,1.0,42,2.0,0.0,2,1,1,55470.78,0
168,15719377,804,0.0,0.0,50,4.0,0.0,1,1,1,8546.87,1
169,15654506,514,0.0,1.0,32,8.0,0.0,2,1,0,95857.18,0
170,15771977,730,0.0,0.0,39,1.0,99010.67,1,1,0,194945.8,0
171,15708710,525,2.0,0.0,37,0.0,0.0,1,0,1,131521.72,0
172,15726676,616,2.0,1.0,30,5.0,0.0,2,0,1,196108.51,0
173,15587421,687,1.0,0.0,34,7.0,111388.18,2,1,0,148564.76,0
174,15726931,715,0.0,0.0,41,8.0,56214.85,2,0,0,92982.61,1
175,15771086,512,0.0,0.0,36,3.0,84327.77,2,1,0,17675.36,0
176,15756850,479,0.0,1.0,40,1.0,0.0,2,0,0,114996.43,0
177,15702741,601,0.0,1.0,32,8.0,93012.89,1,1,0,86957.42,0
178,15679200,580,2.0,1.0,29,9.0,61710.44,2,1,0,128077.8,0
179,15594815,807,0.0,1.0,35,3.0,174790.15,1,1,1,600.36,0
180,15635905,616,2.0,0.0,32,6.0,0.0,2,1,1,43001.46,0
181,15777892,721,1.0,1.0,37,3.0,107720.64,1,1,1,158591.12,0
182,15656176,501,0.0,1.0,57,10.0,0.0,2,1,1,47847.19,0
183,15811127,521,0.0,1.0,35,6.0,96423.84,1,1,0,10488.44,0
184,15604482,850,2.0,1.0,30,2.0,141040.01,1,1,1,5978.2,0
185,15622911,759,0.0,1.0,42,4.0,105420.18,1,0,1,121409.06,0
186,15600974,516,2.0,1.0,50,5.0,0.0,1,0,1,146145.93,1
187,15727868,711,0.0,0.0,38,2.0,129022.06,2,1,1,14374.86,1
188,15627801,512,2.0,1.0,33,3.0,176666.62,1,1,0,94670.77,0
189,15773039,550,0.0,1.0,37,3.0,0.0,1,1,1,179670.31,0
190,15755262,608,2.0,0.0,41,3.0,89763.84,1,0,0,199304.74,1
191,15679531,618,0.0,1.0,34,5.0,134954.53,1,1,1,151954.39,0
192,15684181,643,0.0,1.0,45,5.0,0.0,1,1,0,142513.5,1
193,15612087,671,0.0,1.0,45,2.0,106376.85,1,0,1,158264.62,0
194,15752047,689,1.0,1.0,33,2.0,161814.64,2,1,0,169381.9,0
195,15624592,603,0.0,1.0,31,8.0,0.0,2,1,1,169915.02,0
196,15573152,620,0.0,0.0,41,9.0,0.0,2,0,0,88852.47,0
197,15594917,676,0.0,0.0,34,1.0,63095.01,1,1,1,40645.81,0
198,15785542,572,1.0,1.0,26,4.0,118287.01,2,0,0,60427.3,0
199,15723488,668,1.0,1.0,47,7.0,106854.21,1,0,1,157959.02,1
200,15680920,695,0.0,1.0,46,7.0,49512.55,1,1,0,133007.34,0
201,15659366,807,0.0,1.0,43,1.0,105799.32,2,1,0,34888.04,1
202,15774854,592,0.0,1.0,54,8.0,0.0,1,1,1,28737.71,1
203,15725311,726,0.0,0.0,31,9.0,114722.05,2,1,1,98178.57,0
204,15787155,514,2.0,1.0,30,7.0,0.0,1,0,1,125010.24,0
205,15733247,850,0.0,1.0,33,10.0,0.0,1,1,0,4861.72,1
206,15568748,671,1.0,1.0,45,6.0,99564.22,1,1,1,108872.45,1
207,15774393,694,0.0,0.0,30,9.0,0.0,2,1,1,26960.31,0
208,15676895,547,1.0,0.0,39,6.0,74596.15,3,1,1,85746.52,1
209,15637753,751,1.0,1.0,50,2.0,96888.39,1,1,0,77206.25,1
210,15605461,594,1.0,0.0,29,3.0,130830.22,1,1,0,61048.53,0
211,15808473,673,0.0,1.0,72,1.0,0.0,2,0,1,111981.19,0
212,15627000,610,0.0,1.0,40,0.0,0.0,2,1,0,62232.6,0
213,15787174,512,0.0,0.0,37,1.0,0.0,2,0,1,156105.03,0
214,15723886,767,1.0,1.0,20,3.0,119714.25,2,0,1,150135.38,0
215,15704769,585,0.0,0.0,67,5.0,113978.97,2,0,1,93146.11,0
216,15772896,763,1.0,1.0,42,6.0,100160.75,1,1,0,33462.94,1
217,15711540,712,0.0,0.0,29,2.0,0.0,1,1,1,144375.0,0
218,15794056,668,0.0,0.0,46,2.0,0.0,3,1,0,89048.46,1
219,15795149,703,0.0,1.0,28,2.0,81173.83,2,0,1,162812.16,0
220,15812009,662,2.0,1.0,38,4.0,0.0,2,1,0,136259.65,0
221,15651001,725,1.0,0.0,39,5.0,116803.8,1,1,0,124052.97,0
222,15813844,703,0.0,1.0,37,8.0,105961.68,2,0,1,74158.8,0
223,15596175,659,1.0,1.0,67,6.0,117411.6,1,1,1,45071.09,1
224,15576269,523,2.0,1.0,34,7.0,0.0,2,1,0,62030.06,0
225,15797219,635,0.0,0.0,40,10.0,123497.58,1,1,0,131953.23,1
226,15685500,772,1.0,1.0,26,7.0,152400.51,2,1,0,79414.0,0
227,15599792,545,0.0,0.0,26,1.0,0.0,2,1,1,199638.56,0
228,15657566,634,1.0,1.0,24,8.0,103097.85,1,1,1,157577.29,0
229,15772423,739,1.0,1.0,54,8.0,126418.14,1,1,0,134420.75,1
230,15628112,771,1.0,0.0,36,5.0,77846.9,1,0,0,99805.99,0
231,15753754,587,2.0,0.0,34,1.0,0.0,2,1,1,97932.68,0
232,15793726,681,0.0,0.0,79,0.0,0.0,2,0,1,170968.99,0
233,15694717,544,1.0,1.0,37,2.0,79731.91,1,1,1,57558.95,0
234,15765297,766,2.0,1.0,41,0.0,0.0,2,0,1,34283.23,0
235,15636684,727,0.0,1.0,34,10.0,0.0,2,1,1,198637.34,0
236,15592979,671,1.0,0.0,34,6.0,37266.67,2,0,0,156917.12,0
237,15607178,850,1.0,1.0,38,3.0,54901.01,1,1,1,140075.55,0
238,15713853,732,1.0,1.0,42,9.0,108748.08,2,1,1,65323.11,0
239,15673481,726,2.0,0.0,48,6.0,99906.19,1,1,0,64323.24,0
240,15686776,557,0.0,0.0,32,6.0,184686.41,2,1,0,14956.44,0
241,15673693,682,0.0,0.0,26,0.0,110654.02,1,0,1,111879.21,0
242,15813163,531,2.0,0.0,36,9.0,99240.51,1,1,0,123137.01,0
243,15653857,498,0.0,1.0,34,2.0,0.0,2,1,1,148528.24,0
244,15777076,651,0.0,1.0,36,7.0,0.0,2,1,0,13898.31,0
245,15717398,549,2.0,0.0,39,7.0,0.0,1,0,0,81259.25,1
246,15799217,791,1.0,0.0,35,7.0,52436.2,1,1,0,161051.75,0
247,15619955,733,1.0,1.0,34,3.0,100337.96,3,1,0,48559.19,1
248,15796505,811,1.0,0.0,34,1.0,149297.19,2,1,1,186339.74,0
249,15725166,707,0.0,1.0,30,8.0,0.0,2,1,0,33159.37,0
250,15800116,712,1.0,1.0,28,4.0,145605.44,1,0,1,93883.53,0
251,15694456,756,0.0,1.0,62,3.0,0.0,1,1,1,11199.04,1
252,15767339,777,0.0,0.0,53,10.0,0.0,2,1,0,189992.97,0
253,15683562,646,0.0,1.0,35,6.0,84026.86,1,0,1,164255.69,0
254,15782210,714,0.0,1.0,46,1.0,0.0,1,1,0,152167.79,1
255,15668893,782,0.0,1.0,39,8.0,0.0,2,1,1,33949.67,0
256,15669169,775,2.0,1.0,29,10.0,0.0,2,1,1,68143.93,0
257,15643024,479,1.0,1.0,35,4.0,138718.92,1,1,1,47251.79,1
258,15699389,807,0.0,1.0,42,7.0,118274.71,1,1,1,25885.72,0
259,15708608,799,0.0,0.0,22,8.0,174185.98,2,0,1,192633.85,0
260,15626144,675,0.0,1.0,40,7.0,113208.86,2,1,0,34577.36,0
261,15790678,475,0.0,0.0,32,8.0,119023.28,1,1,0,100816.29,0
262,15727556,744,2.0,0.0,26,5.0,166297.89,1,1,1,181694.44,0
263,15697307,588,2.0,1.0,34,10.0,0.0,2,1,0,79078.91,0
264,15607098,747,2.0,0.0,41,5.0,94521.17,2,1,0,194926.86,0
265,15655774,583,0.0,1.0,27,7.0,0.0,2,1,0,51285.49,0
266,15590241,750,2.0,0.0,34,9.0,112822.26,1,0,0,150401.53,1
267,15785819,681,0.0,1.0,38,3.0,0.0,2,1,1,112491.96,0
268,15723654,773,0.0,1.0,25,2.0,135903.33,1,1,0,73656.38,0
269,15774510,714,0.0,0.0,31,4.0,125169.26,1,1,1,106636.89,0
270,15684173,687,2.0,0.0,44,7.0,0.0,3,1,0,155853.52,1
271,15650068,511,0.0,1.0,58,0.0,149117.31,1,1,1,162599.51,0
272,15811490,627,0.0,1.0,33,5.0,0.0,2,1,1,103737.82,0
273,15803976,694,0.0,0.0,31,10.0,0.0,2,1,0,160990.27,0
274,15682541,616,2.0,0.0,36,6.0,132311.71,1,0,0,15462.84,0
275,15695699,687,0.0,1.0,35,8.0,0.0,2,1,0,10334.05,0
276,15624188,712,0.0,0.0,33,6.0,0.0,2,1,1,190686.16,0
277,15812191,553,0.0,1.0,33,4.0,118082.89,1,0,0,94440.45,0
278,15636673,667,0.0,1.0,31,1.0,119266.69,1,1,1,28257.63,0
279,15594898,731,0.0,1.0,43,2.0,0.0,1,1,1,170034.95,1
280,15660211,629,1.0,1.0,35,7.0,156847.29,2,1,0,31824.29,0
281,15773972,614,0.0,1.0,50,4.0,137104.47,1,1,0,127166.49,1
282,15746726,438,1.0,1.0,31,8.0,78398.69,1,1,0,44937.01,0
283,15712287,652,0.0,0.0,80,4.0,0.0,2,1,1,188603.07,0
284,15702919,729,1.0,1.0,30,6.0,63669.42,1,1,0,145111.37,0
285,15674398,642,0.0,1.0,38,3.0,0.0,2,0,0,171463.83,0
286,15797960,806,1.0,0.0,59,0.0,135296.33,1,1,0,182822.5,0
287,15631868,744,2.0,1.0,36,2.0,153804.44,1,1,1,87213.33,0
288,15581539,474,2.0,1.0,37,3.0,0.0,2,0,0,57175.32,0
289,15662736,559,0.0,1.0,49,2.0,147069.78,1,1,0,120540.83,1
290,15666252,706,2.0,1.0,42,9.0,0.0,2,1,1,28714.34,0
291,15677512,628,2.0,0.0,22,3.0,0.0,1,1,0,85426.28,0
292,15626114,429,0.0,1.0,24,4.0,95741.75,1,1,0,46170.75,0
293,15678910,680,0.0,0.0,30,8.0,141441.75,1,1,1,16278.97,0
294,15694408,749,0.0,1.0,40,1.0,139290.41,1,1,0,182855.42,1
295,15682757,734,0.0,1.0,30,3.0,0.0,2,1,0,107640.25,0
296,15736601,716,0.0,1.0,35,4.0,144428.87,1,1,0,134132.65,0
297,15601848,594,0.0,1.0,35,2.0,0.0,2,1,0,103480.69,0
298,15736008,644,0.0,0.0,46,9.0,95441.27,1,1,0,108761.05,1
299,15669064,671,1.0,1.0,35,1.0,144848.74,1,1,1,179012.3,0
300,15598493,656,0.0,1.0,50,7.0,0.0,2,0,1,72143.44,0
301,15601274,667,2.0,0.0,40,1.0,146502.07,1,1,0,19162.89,0
302,15702669,663,1.0,1.0,44,2.0,117028.6,2,0,1,144680.18,0
303,15728669,584,1.0,0.0,30,8.0,112013.81,1,1,0,177772.03,1
304,15742668,626,2.0,0.0,37,6.0,108269.37,1,1,0,5597.94,0
305,15697441,485,0.0,1.0,29,7.0,182123.79,1,1,0,116828.51,1
306,15740476,659,1.0,0.0,32,3.0,150923.74,2,0,1,174652.51,0
307,15648064,649,0.0,1.0,33,2.0,0.0,2,1,0,2010.98,0
308,15636624,805,2.0,0.0,39,5.0,165272.13,1,1,0,14109.85,1
309,15807923,716,1.0,0.0,39,10.0,115301.31,1,1,0,43527.4,1
310,15745844,642,1.0,0.0,40,6.0,129502.49,2,0,1,86099.23,1
311,15681081,545,2.0,0.0,47,5.0,0.0,2,1,1,38970.14,0
312,15684484,543,0.0,1.0,22,8.0,0.0,2,0,0,127587.22,0
313,15785869,718,0.0,0.0,25,7.0,0.0,2,1,0,30380.12,0
314,15763859,840,0.0,0.0,43,7.0,0.0,2,1,0,90908.95,0
315,15658935,630,1.0,0.0,34,9.0,106937.05,2,1,0,138275.01,0
316,15735203,654,1.0,0.0,32,1.0,114510.85,1,1,1,126143.23,0
317,15576256,582,0.0,1.0,39,5.0,0.0,2,1,1,129892.93,0
318,15659420,659,2.0,1.0,32,3.0,107594.11,2,1,1,102416.84,0
319,15777352,568,2.0,0.0,32,7.0,169399.6,1,1,0,61936.22,0
320,15625461,613,0.0,0.0,45,1.0,187841.99,2,1,1,147224.27,0
321,15611759,850,2.0,0.0,57,8.0,126776.3,2,1,1,132298.49,0
322,15633950,737,0.0,1.0,41,1.0,101960.74,1,1,1,123547.28,0
323,15592386,520,0.0,1.0,58,3.0,0.0,2,0,1,32790.02,0
324,15803716,706,2.0,1.0,28,3.0,0.0,2,0,1,181543.67,0
325,15696674,643,1.0,0.0,45,2.0,150842.93,1,0,1,2319.96,1
326,15706365,648,0.0,0.0,50,9.0,102535.57,1,1,1,189543.19,0
327,15745088,443,1.0,0.0,29,9.0,99027.61,2,1,0,10940.4,0
328,15676715,640,0.0,1.0,68,9.0,0.0,2,1,1,199493.38,0
329,15613085,628,2.0,0.0,33,3.0,0.0,1,1,1,188193.25,0
330,15633537,540,1.0,0.0,42,9.0,87271.41,2,1,0,172572.64,0
331,15594720,460,1.0,0.0,35,8.0,102742.91,2,1,1,189339.6,0
332,15684042,636,1.0,1.0,34,2.0,40105.51,2,0,1,53512.16,0
333,15583303,593,0.0,0.0,29,2.0,152265.43,1,1,0,34004.44,0
334,15774696,640,1.0,0.0,75,1.0,106307.91,2,0,1,113428.77,0
335,15694506,611,1.0,1.0,31,0.0,107884.81,2,1,1,183487.98,0
336,15688074,802,1.0,1.0,31,1.0,125013.72,1,1,1,187658.09,0
337,15759537,717,1.0,1.0,35,7.0,58469.37,2,1,1,172459.39,0
338,15758449,769,0.0,0.0,39,8.0,0.0,1,0,1,21016.0,0
339,15583456,745,1.0,1.0,45,10.0,117231.63,3,1,1,122381.02,1
340,15667871,572,2.0,1.0,35,4.0,152390.26,1,1,0,128123.66,0
341,15677371,629,2.0,0.0,30,2.0,34013.63,1,1,0,19570.63,0
342,15629677,687,2.0,0.0,39,2.0,0.0,3,0,0,188150.6,1
343,15713578,483,0.0,0.0,50,9.0,0.0,2,1,1,111020.24,0
344,15591509,690,0.0,1.0,36,7.0,101583.11,2,1,0,123775.15,0
345,15568240,492,1.0,0.0,30,10.0,77168.87,2,0,1,146700.22,0
346,15622993,709,1.0,1.0,28,8.0,124695.72,2,1,0,145251.35,0
347,15689294,705,1.0,1.0,44,3.0,105934.96,1,1,0,82463.69,0
348,15720910,560,0.0,0.0,66,9.0,0.0,1,1,1,15928.49,0
